-0.44534368070953423, -0.9545454545454544
-0.3701995565410199, -0.8590909090909091
-0.3265853658536585, -0.7999999999999998
-0.2779822616407982, -0.7636363636363634
-0.2217960088691796, -0.7818181818181817
-0.1856984478935697, -0.6818181818181817
-0.1447450110864743, -0.5772727272727272
-0.09603104212860325, -0.5636363636363635
-0.10634146341463424, -0.44999999999999973
-0.1330155210643016, -0.4818181818181817
-0.17631929046563188, -0.6045454545454543
-0.06997782705099787, -0.40454545454545454
-0.0435920177383593, -0.3136363636363637
-0.0049223946784922035, -0.24090909090909096
0.019090909090909047, -0.16363636363636358
0.03802660753880249, -0.045454545454545414
0.10589800443458963, 0.040909090909091006
0.13662971175166305, 0.24090909090909085
0.0743237250554325, 0.5136363636363636
-0.06667405764966738, 0.4181818181818181
-0.12050997782705086, 0.4545454545454545
-0.17862527716186238, 0.3681818181818183
-0.2395121951219512, 0.3500000000000001
-0.27086474501108637, 0.2772727272727272
-0.35616407982261633, 0.26363636363636367
-0.4312638580931263, 0.15909090909090917
-0.48024390243902426, 0.20000000000000007
-0.47999999999999987, 0.15000000000000002
-0.5383813747228381, 0.11818181818181817
-0.5845232815964523, 0.07727272727272738
-0.6501995565410198, 0.040909090909091006
-0.6890022172949, -0.00454545454545463
-0.6837250554323724, -0.08636363636363642
-0.7200443458980043, -0.14090909090909087
-0.7219290465631927, -0.2545454545454544
-0.7458314855875829, -0.3545454545454545
-0.6967849223946783, -0.40909090909090917
-0.6793348115299332, -0.48636363636363633
-0.6569844789356983, -0.5681818181818181
-0.6101330376940132, -0.6727272727272726
-0.5999778270509976, -0.7545454545454544
-0.5798226164079822, -0.8863636363636362
-0.5332150776053215, -0.9409090909090907
-0.4818625277161862, -0.968181818181818
-0.31235033259423495, 0.28181818181818186
-0.15199556541019943, 0.40909090909090906
-0.030243902439024417, 0.44999999999999996
0.006141906873614156, 0.49090909090909096
0.04507760532150762, 0.5090909090909091
0.12128603104212865, 0.38636363636363635
0.12900221729490013, 0.30454545454545445
0.10141906873614182, 0.4590909090909091
-0.5898891352549889, -0.8227272727272728
-0.40407982261640785, -0.9136363636363634
-0.20248337028824848, -0.7409090909090907
-0.3973170731707317, 0.20000000000000007
0.10789356984478937, 0.13181818181818183
0.12228381374722841, 0.18181818181818188
0.06705099778270496, 0.00454545454545463
